CodCan,LibCan,Bureau de vote,Libellé,Inscrits,Votants,Nuls,Blancs,Exprimés,Procurations,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix,LibBin,CodNuaBin,LibNuaBin,NbVoix
04,Angers 4,401,ECOLE MATERNELLE RENE DESCARTES,980,417,8,21,388,9,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,221,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,167,,,,,,,,,,,,,,,,
04,Angers 4,402,SALLE DAVIERS,1077,541,10,21,510,14,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,280,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,230,,,,,,,,,,,,,,,,
04,Angers 4,403,ECOLE MATERNELLE GERARD PHILIPE,952,441,11,27,403,10,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,246,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,157,,,,,,,,,,,,,,,,
04,Angers 4,404,ECOLE MATERNELLE GERARD PHILIPE,1204,582,21,41,520,5,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,307,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,213,,,,,,,,,,,,,,,,
04,Angers 4,405,ECOLE ELEMENTAIRE NELSON MANDELA,780,219,6,17,196,2,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,136,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,60,,,,,,,,,,,,,,,,
04,Angers 4,406,ECOLE ELEMENTAIRE NELSON MANDELA,1052,537,17,26,494,24,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,310,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,184,,,,,,,,,,,,,,,,
04,Angers 4,451,AVRILLE,10384,5295,124,262,4909,108,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,2282,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,2627,,,,,,,,,,,,,,,,
04,Angers 4,452,LA MEIGNANNE,1611,865,21,57,787,17,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,425,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,362,,,,,,,,,,,,,,,,
04,Angers 4,453,LA MEMBROLLE SUR LONGUENEE,1391,732,14,56,662,8,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,350,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,312,,,,,,,,,,,,,,,,
04,Angers 4,454,MONTREUIL JUIGNE,5760,2734,60,175,2499,61,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,1270,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,1229,,,,,,,,,,,,,,,,
04,Angers 4,455,LE PLESSIS MACE,911,465,8,38,419,3,CHOUTEAU Marie-Hélène - ROTUREAU Jean-Luc,BC-DVG,Divers gauche,224,DE LA BIGNE Philippe - ENGEL Karine,BC-UD,Union de la Droite,195,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05,Angers 5,501,LYCEE JOACHIM DU BELLAY,887,350,7,22,321,7,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,145,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,176,,,,,,,,,,,,,,,,
05,Angers 5,502,LYCEE JOACHIM DU BELLAY,1210,629,8,22,599,18,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,285,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,314,,,,,,,,,,,,,,,,
05,Angers 5,503,ECOLE MATERNELLE MARIE TALET,1189,496,5,26,465,10,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,264,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,201,,,,,,,,,,,,,,,,
05,Angers 5,504,ECOLE MATERNELLE MARIE TALET,1051,444,7,17,420,11,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,236,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,184,,,,,,,,,,,,,,,,
05,Angers 5,505,ENSEMBLE JEAN MACE,1211,578,15,26,537,6,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,338,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,199,,,,,,,,,,,,,,,,
05,Angers 5,506,ENSEMBLE JEAN MACE,1341,655,13,27,615,10,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,366,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,249,,,,,,,,,,,,,,,,
05,Angers 5,507,ECOLE ANNIE FRATELLINI,907,461,18,17,426,14,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,233,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,193,,,,,,,,,,,,,,,,
05,Angers 5,508,ECOLE ANNIE FRATELLINI,928,406,9,24,373,7,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,203,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,170,,,,,,,,,,,,,,,,
05,Angers 5,509,ECOLE VOLTAIRE,987,425,11,27,387,5,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,191,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,196,,,,,,,,,,,,,,,,
05,Angers 5,510,ECOLE VOLTAIRE,938,361,11,25,325,2,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,169,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,156,,,,,,,,,,,,,,,,
05,Angers 5,511,ECOLE VOLTAIRE,912,316,3,20,293,5,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,146,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,147,,,,,,,,,,,,,,,,
05,Angers 5,512,ECOLE MATERNELLE PAUL VALERY,1054,391,11,33,347,4,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,184,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,163,,,,,,,,,,,,,,,,
05,Angers 5,513,ECOLE MATERNELLE PAUL VALERY,1040,324,5,24,295,2,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,156,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,139,,,,,,,,,,,,,,,,
05,Angers 5,514,ECOLE MATERNELLE PAUL VALERY,1038,482,15,20,447,4,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,244,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,203,,,,,,,,,,,,,,,,
05,Angers 5,551,BRIOLLAY,2184,1219,19,66,1134,22,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,670,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,464,,,,,,,,,,,,,,,,
05,Angers 5,552,CANTENAY EPINARD,1727,934,17,46,871,15,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,329,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,542,,,,,,,,,,,,,,,,
05,Angers 5,553,ECOUFLANT,3036,1596,33,125,1438,21,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,676,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,762,,,,,,,,,,,,,,,,
05,Angers 5,554,ECUILLE,438,211,3,15,193,3,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,104,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,89,,,,,,,,,,,,,,,,
05,Angers 5,555,FENEU,1594,847,76,1,770,10,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,389,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,381,,,,,,,,,,,,,,,,
05,Angers 5,556,SOULAIRE ET BOURG,1096,581,11,46,524,5,FOUCHER MAILLARD Sophie - MARCHAND André,BC-SOC,Parti Socialiste,268,CAILLEAU Marc - FEL Caroline,BC-UD,Union de la Droite,256,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06,Angers 6,601,ECOLE ANNIE FRATELLINI,1289,551,30,36,485,7,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,237,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,248,,,,,,,,,,,,,,,,
06,Angers 6,602,ECOLE ANNIE FRATELLINI,1078,418,8,23,387,0,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,214,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,173,,,,,,,,,,,,,,,,
06,Angers 6,603,ECOLE MATERNELLE HENRI CHIRON,1011,412,17,22,373,10,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,215,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,158,,,,,,,,,,,,,,,,
06,Angers 6,604,ECOLE MATERNELLE HENRI CHIRON,1296,567,24,20,523,1,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,268,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,255,,,,,,,,,,,,,,,,
06,Angers 6,651,BEAUVEAU,187,120,5,6,109,2,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,82,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,27,,,,,,,,,,,,,,,,
06,Angers 6,652,LA CHAPELLE SAINT LAUD,484,248,4,25,219,3,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,93,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,126,,,,,,,,,,,,,,,,
06,Angers 6,653,CHAUMONT D'ANJOU,237,114,3,10,101,6,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,43,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,58,,,,,,,,,,,,,,,,
06,Angers 6,654,CORNILLE LES CAVES,360,208,7,11,190,9,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,96,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,94,,,,,,,,,,,,,,,,
06,Angers 6,655,CORZE,1240,636,22,60,554,7,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,293,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,261,,,,,,,,,,,,,,,,
06,Angers 6,656,HUILLE,493,179,9,11,159,5,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,51,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,108,,,,,,,,,,,,,,,,
06,Angers 6,657,JARZE,1213,582,26,47,509,9,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,237,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,272,,,,,,,,,,,,,,,,
06,Angers 6,658,LEZIGNE,508,254,5,21,228,2,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,118,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,110,,,,,,,,,,,,,,,,
06,Angers 6,659,LUE EN BAUGEOIS,238,128,3,12,113,1,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,45,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,68,,,,,,,,,,,,,,,,
06,Angers 6,660,MARCE,602,368,13,23,332,9,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,174,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,158,,,,,,,,,,,,,,,,
06,Angers 6,661,MONTREUIL SUR LOIR,359,209,6,13,190,6,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,76,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,114,,,,,,,,,,,,,,,,
06,Angers 6,662,PELLOUAILLES LES VIGNES,1784,761,21,58,682,15,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,344,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,338,,,,,,,,,,,,,,,,
06,Angers 6,663,SAINT BARTHELEMY D'ANJOU,7003,3364,124,226,3014,53,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,1505,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,1509,,,,,,,,,,,,,,,,
06,Angers 6,664,SAINT SYLVAIN D'ANJOU,3583,1851,44,126,1681,32,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,486,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,1195,,,,,,,,,,,,,,,,
06,Angers 6,665,SEICHES SUR LE LOIR,1915,969,37,55,877,11,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,456,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,421,,,,,,,,,,,,,,,,
06,Angers 6,666,SERMAISE,213,112,4,8,100,5,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,54,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,46,,,,,,,,,,,,,,,,
06,Angers 6,667,SOUCELLES,2016,895,22,79,794,8,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,446,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,348,,,,,,,,,,,,,,,,
06,Angers 6,668,VILLEVEQUE,2120,1071,25,68,978,0,BERARDI Marc - CAPRON Rachel,BC-SOC,Parti Socialiste,548,GERNIGON François - GOUKASSOW Véronique,BC-UD,Union de la Droite,430,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07,Angers 7,701,ECOLE RENE BROSSARD,1160,547,14,25,508,8,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,221,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,287,,,,,,,,,,,,,,,,
07,Angers 7,702,ECOLE RENE BROSSARD,1007,413,7,24,382,11,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,160,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,222,,,,,,,,,,,,,,,,
07,Angers 7,703,ECOLE MATERNELLE ADRIEN TIGEOT,1205,531,13,34,484,10,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,228,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,256,,,,,,,,,,,,,,,,
07,Angers 7,704,ECOLE MATERNELLE ADRIEN TIGEOT,1272,562,17,26,519,17,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,229,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,290,,,,,,,,,,,,,,,,
07,Angers 7,705,ECOLE MATERNELLE ADRIEN TIGEOT,1291,525,16,34,475,9,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,254,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,221,,,,,,,,,,,,,,,,
07,Angers 7,751,ANDARD,1817,992,20,67,905,17,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,399,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,506,,,,,,,,,,,,,,,,
07,Angers 7,752,BAUNE,1213,537,20,36,481,8,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,207,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,274,,,,,,,,,,,,,,,,
07,Angers 7,753,LA BOHALLE,918,496,18,22,456,2,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,189,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,267,,,,,,,,,,,,,,,,
07,Angers 7,754,BRAIN SUR L'AUTHION,2568,1244,37,76,1131,26,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,481,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,650,,,,,,,,,,,,,,,,
07,Angers 7,755,CORNE,2217,1143,26,62,1055,18,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,384,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,671,,,,,,,,,,,,,,,,
07,Angers 7,756,LA DAGUENIERE,962,489,16,47,426,6,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,152,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,274,,,,,,,,,,,,,,,,
07,Angers 7,757,LA MENITRE,1543,712,14,69,629,12,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,274,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,355,,,,,,,,,,,,,,,,
07,Angers 7,758,LE PLESSIS GRAMMOIRE,1863,895,17,82,796,18,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,422,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,374,,,,,,,,,,,,,,,,
07,Angers 7,759,SAINT MATHURIN SUR LOIRE,1831,948,25,74,849,8,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,396,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,453,,,,,,,,,,,,,,,,
07,Angers 7,760,SARRIGNE,618,367,4,20,343,8,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,143,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,200,,,,,,,,,,,,,,,,
07,Angers 7,761,TRELAZE,8763,3860,141,286,3433,44,CHRÉTIEN Maryse - HOUDEMONT Pascal,BC-UD,Union de la Droite,1013,BLANC Grégory - RENOU Marie-France,BC-SOC,Parti Socialiste,2420,,,,,,,,,,,,,,,,
